asymmetry,weights_cold,weights_temp,weights_warm,hawk_ratio_mean,hawk_ratio_std,n_seeds
0.0,1.0,1.0,1.0,0.36254475708026923,0.10414141814023854,20
0.25,0.72,0.84,1.44,0.32901121867882555,0.12383703693854625,20
0.5,0.46153846153846156,0.6923076923076923,1.8461538461538463,0.30349803207937404,0.0721619021695773,20
0.75,0.2222222222222222,0.5555555555555556,2.2222222222222223,0.2978052530873786,0.1007018245383129,20
0.9,0.0869565217391304,0.4782608695652174,2.4347826086956514,0.29451018198703466,0.10393450873337838,20
