migration_cost,speciation_ratio_mean,speciation_ratio_std,n_seeds
0.0,0.09026212138225272,0.058070226478376646,20
0.5,0.09803139941782565,0.05754081675746624,20
2.0,0.08353838790509087,0.05676174934426819,20
5.0,0.07844658502362081,0.043482874166670286,20
12.0,0.09508802216796414,0.04251332480946316,20
30.0,0.16639525597365132,0.0875863655625775,20
